title,company,location,date,url,department,workplace_type,source,description,position_type
סוחר חדר מסחר,הראל,גוש דן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTVEyODhLTW13Ni9KT0hnV29aZ005OUtSMHd2cUt2L2NaZDVtT3g2S3BucWc9PQ==&shr=&eid=,מערך השקעות ומסחר ניהול תיקים,onsite,harel,"איך ייראה היומיום שלך ? מסחר במוצרים עוקבי מדדים בבורסה מקומית ובשווקים בינ""ל. מסחר בניירות ערך ישראלים וזרים. תפעול ותחזוקה של מערכות מחשוב ייעודיות. תכנון והקצאה של תיקי השקעות. מה אנחנו מחפשים? תואר ראשון רלוונטי – חובה (כלכלה, מנהל עסקים, תעשייה וניהול, חשבונאות ללא התמחות) היכרות עם שוק ההון, מניות, אג""ח וכו'– חובה ניסיון תעסוקתי (למשל כסוחר בבית השקעות) - יתרון אקסל ברמה גבוהה – חובה היקף משרה: משרה מלאה, ימים ב'-ה', 8.5 שעות ביום, יום ו',6 שעות. אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז לרכבת הקלה",
רפרנט/ית מיכון הסכמים ודמי ניהול,הראל,בית הראל רמת גן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTVRQR2xhRkJzZVJQY0ZRVmljblJCZnk4SGwrY2xnb1NORFdCekQwd1FOZnc9PQ==&shr=&eid=,צוות מיכון הסכמים,onsite,harel,"איך ייראה היומיום שלך ? אחריות על מיכון הנחות והסכמים, ומיכון עמלות סוכנים במערכת מעקב ומתן מענה מקצועי בנושא הנחות ועמלות מול גורמי ההפצה השונים של הקרן ועדכון הסכמי מעסיק במערכת מתן שירות במייל למוקדי/רפרנט סוכנים, מפקחים ושירות לקוחות מה אנחנו מחפשים? רקע בתחום הפנסיה והגמל ועולמות הביטוח - יתרון משמעותי ניסיון בתפקיד תפעולי - יתרון משמעותי היכרות מערכת הבוסנובה - יתרון היקף משרה: משרה מלאה, ימים א'-ד' 8.5 שעות עבודה, יום ה' – 6 שעות עבודה בלבד! לאחר חפיפה – יום עבודה מהבית. נדרשת נכונות לביצוע שעות נוספות לפי הצורך אנחנו על המפה: מתחם הבורסה ברמת גן, צמוד לרכבת סבידור מרכז",
מזכיר/ה אגפי/ת,הראל,בית הראל רמת גן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOUEw4VUd5bnRGN3RxcXlESm1EYm1Gd0p2elV2b1JXRmFjbEZtRXFkWitJaFE9PQ==&shr=&eid=,אגף פנסיה וגמל,onsite,harel,"איך ייראה היומיום שלך ? ניהול יומנים של 2 מנהלים/מנהלות תיאום פגישות וזימון חדרי ישיבות זימוני חניה ואישורי כניסה הזמנת ציוד משרדי ריכוז משימות אגפיות ניהול ממשקים רבים סיוע בארגון אירועים חטיבתיים מה אנחנו מחפשים? שליטה בתוכנות אופיס- חובה ניסיון במזכירות- יתרון משמעותי ניסיון בעבודה תפעולית – יתרון היקף משרה: משרה מלאה, 8.5 שעות ביום, היתכנות לשעות נוספות לפי צורך. אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז",
עוזר/ת גזבר/ית אגף כספים,הראל,בית הראל רמת גן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTTlHSHFKSnRlajNESmdWQzdPLy92aVRyMGR1Y3MrNTlxbit5TFVmY055RVE9PQ==&shr=&eid=,מחלקת גזברות,onsite,harel,"איך ייראה היומיום שלך ? טיפול שוטף בהתאמות יומיות העברות בנקאיות בין הבנקים והחוצה מעקב ובקרה על חשבונות הבנקים התנהלות מול הבנקים, בדיקות ועוד. התנהלות פנים וחוץ ארגונית. התעסקות עם כספים ותשלומים בסכומים גבוהים טיפול ישיר בתשלומים באתרי בנקים מה אנחנו מחפשים? הנה""ח סוג 2 ומעלה- חובה ניסיון של כשנתיים בתשלומים / הנה""ח / כספים - חובה שליטה בסביבה ממוחשבת – אופיס , אקסל- חובה היקף משרה: משרה מלאה, ימים א-ה' 8.5 שעות ביום, שעות נוספות לפי דרישה אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז",
רפרנט/ית פדיונות פנסיה וגמל,הראל,בית הראל רמת גן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOT2NpV2NMeG4vMVNPQytqOUlnNGc5TmJpdTdINmloL09GeGlRaTBNS1RFY1E9PQ==&shr=&eid=,צוות פדיונות פנסיה וגמל,onsite,harel,"איך ייראה היומיום שלך ? מתן מענה מקצועי כתוב לפניות המתקבלות ממוקד השירות, סוכנים וגורמים נוספים בחברה ניהול בקשות לביצוע פדיון מקצה לקצה על ידי מערכות התפעול עבודת צוות וחתירה לסגירת מעגל טיפול ביצוע בקרות בטרם תשלום עמידה ביעדי איכות וכמות מה אנחנו מחפשים? היכרות עם תחום הפנסיה/הגמל/הפיננסי – יתרון משמעותי ניסיון בבק אופיס – יתרון היקף משרה: משרה מלאה, לאחר חפיפה יום עבודה 1 מהבית 8.5 שעות בימי א'-ד' ו6 שעות ביום ה' נכונות לשעות נוספות, ימי שישי וחול המועד לפי צורך אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז",
בודק/ת QA,הראל,חיפה והקריות,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTVJML01wMyt3ZmtqUnJuY0xEMGF5TmFrLzc4YXMxdEVTUHFnelV4dGE5N0E9PQ==&shr=&eid=,יישומים טכנולוגיים חטיבת ישירים אלמנטרי,onsite,harel,"לחברת הראל דרוש/ה בודק/ת QA במסגרת התפקיד: אחריות על מעקב וטיפול שוטף בתקלות בדיקות במערכת עבודה מול ממשקים מרובים בארגון מה אנחנו מחפשים? ידע וניסיון בעבודה מול מערכת הSALESFORCE- חובה ידע וניסיון בבדיקות ידניות- חובה נכונות לעבודה במשרה מלאה יכולת עבודה בצוות ומול ממשקים משרה מלאה , יום חמישי מקוצר, יום עבודה מהבית. מיקום המשרה: רמת גן, אזור הבורסה, סמוך לרכבת סובידור מרכז.",
"רפרנט/ית פניות הציבור- החלפה לחל""ד",הראל,בית מ.א.ה,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOUHdXNnY0YmFEbGliUjV1MjVVWEkvOS9KaUdyakdHUVR6NmJQMThKQ1NJMEE9PQ==&shr=&eid=,צוות דיגיטל - פניות הציבור,onsite,harel,"איך ייראה היומיום שלך ? קליטת פניות ציבור, תיעוד שלהן וקבלת התייחסות מקצועית . בקרה ותחקור פניות; מתן מענה מקצועי במידת הצורך לפניות, מענה לבירורי זכויות ועוד. פתיחת תיקים, מיפתוח, קבלת תשובות, משלוח תזכורות ומגע מול הרפרנטים השונים ביחידות המקצועיות. מה אנחנו מחפשים? ניסיון בענף הביטוח – חובה ניסיון בטיפול בפניות ציבור – יתרון משמעותי ניסיון ממוקד שירות – יתרון משמעותי היקף משרה: משרה מלאה, ימים א'-ד', 8.5 שעות ביום, יום ה' 6 שעות אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז, והרכבת הקלה",maternity_cover
אנליסט/ית תחקור ובקרה,הראל,בית מ.א.ה,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOT05ib3dVcHlQS291WmxNam5GbGdIRkJWMDVCYlMwMi9PWGZ5akw2M0hQMFE9PQ==&shr=&eid=,מחלקת תחקור ובקרה,onsite,harel,"איך ייראה היומיום שלך ? ביצוע בקרות שכר וניתוח הוצאות השכר ביצוע אנליזות ודו""חות על בסיסי נתונים גדולים אפיון מערכות, דשבורדים ואוטומציות של תהליכים ליווי פיתוח, בדיקות והטמעת תהליכים מקצה לקצה עבודה בשיתוף פעולה עם יחידות מקבילות עזרה שוטפת למנהלת המחלקה מה אנחנו מחפשים? ניסיון של שנתיים לפחות כאנליסט/ית - חובה ידע בשליפה מורכבת של נתונים משרת SQL – חובה ניסיון מעשי בעבודה עם Excel לרבות עבודה שוטפת עם פונקציות מורכבות - חובה ניסיון כאנליסט/ית שכר והטבות – יתרון תואר ראשון ומעלה בכלכלה, מנע""ס, הנדסת תעשיה וניהול, ו/או מקצוע ריאלי דומה - חובה היקף משרה: משרה מלאה, ימים א'-ד', 8.5 שעות ביום, יום ה' 6 שעות, שעות נוספות עפ""י דרישה אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז, והרכבת הקלה",
מאפיינ/ת דרישה עסקית,הראל,רמת גן,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOUG9USTRCTTVXUFlGRDhMR1FGY3FKT1VaOVRGeHVjVWI0WWQxMExKbFJSUVE9PQ==&shr=&eid=,מטה ופרויקטים חטיבה עסקית בטוח כללי,onsite,harel,"איך יראה היום שלך? הובלת פרויקטים חוצי ארגון בעולמות מערכות ליבה, דיגיטל ותפעול הבנה עמוקה של צרכים עסקיים והפיכתם לאפיון פונקציונלי ברור עבודה שוטפת מול צוותי פיתוח וגורמים עסקיים ייזום פתרונות ושיפורים במערכות קיימות ניהול E2E משלב הרעיון, אפיון, פיתוח ועד עלייה לאוויר תיעדוף משימות וניהול backlog בממשקים מרובים ניתוח נתונים עסקיים ושימוש בהם לקבלת החלטות ליווי המוצר לאחר השקה ומדידת הצלחה (KPI / ROI) מה אנחנו מחפשים? ניסיון בתחום האלמנטרי – חובה ניסיון במערכת הירוקה / בוסנובה / AS400 – חובה ניסיון של 2-3 שנים בניהול פרויקטים / ניתוח מערכות / ניהול ממשקים – חובה ניסיון מחברת ביטוח \ בנקים – יתרון משמעותי תואר ראשון (ביטוח / תחום פיננסי) היקף משרה: משרה מלאה, ימים א'-ד' 8 וחצי שעות עבודה, יום ה' 6 שעות עבודה ( חמישי קצר) מיקום: מתחם הבורסה ברמת גן, בסמוך לרכבת סבידור מרכז ולרכבת הקלה",
מנהל/ת פרויקטים DATA ו AI,הראל,בית מ.א.ה,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTWVkSUJaZ0dCa0dTMDJ5WHZRaVRHNSs0WEZOWEF4QkpWcGtXTXdCVkQ1UGc9PQ==&shr=&eid=,אגף דאטה,onsite,harel,"איך ייראה היומיום שלך ? לאגף דאטה ומחקר דרוש/ה מנהל/ת פרויקטים טכני/ת להובלת פרויקטים טכנולוגיים מורכבים מקצה לקצה, בסביבה מרובת ממשקים וצוותים. התפקיד כולל ניהול לו״ז, תכולות, תלויות וחסמים – תוך עבודה צמודה עם צוותי פיתוח, דאטה ותשתיות, ותרגום צרכים עסקיים לביצוע טכנולוגי. תחומי אחריות - ניהול והובלת פרויקטים טכנולוגיים מורכבים ( Data, ML , מערכות מידע, אינטגרציות). בניית תוכניות עבודה: אבני דרך, לו״ז, תלויות וסיכונים. תכלול עבודה בין צוותים טכנולוגיים שונים במקביל. ניהול שוטף של סטטוס הפרויקט, זיהוי חסמים והובלת פתרונות. עבודה מול גורמים עסקיים, IT וספקים. הובלת תהליכי עבודה אג׳יליים ( Sprint Planning , מעקב ובקרה). הכנת דיווחי סטטוס ברורים ושקופים. מה אנחנו מחפשים? ניסיון של 5 שנים לפחות בניהול פרויקטים טכנולוגיים – חובה. הבנה טכנולוגית רחבה ויכולת לנהל שיח מקצועי עם צוותי פיתוח ודאטה סיינטיסטים. ניסיון בעבודה עם מערכות מגוונות. ניסיון בעבודה במתודולוגיות Agile – חובה. יכולת ניהול מספר פרויקטים במקביל בסביבה דינמית. היקף משרה: משרה מלאה, ימים א'-ד' 8 וחצי שעות עבודה, יום ה' 6 שעות עבודה ( חמישי קצר) אנחנו על המפה: מתחם הבורסה ברמת גן, בסמוך לרכבת סבידור מרכז ולרכבת הקלה",
חתמ/ת משכנתאות,הראל,בית מ.א.ה,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOUGJyU2JVVjBoODdIMWZIVlR2YkZrZWFWNVc4eitMaFdSYVhEZ3J0VVlJdHc9PQ==&shr=&eid=,משכנתאות ומשכנתא לגיל השלישי,onsite,harel,"איך ייראה היומיום שלך ? מתן מענה מקצועי ללקוחות חדשים וקיימים טיפול וגיוס לקוחות חדשים ניתוח בקשות להלוואות משכנתא והערכת רמת סיכון קבלת החלטות חיתום בהתאם לנהלי החברה והרגולציה בחינת יכולת החזר של הלקוחות קשר שוטף עם משווקים, יועצי משכנתאות וגורמים פנים ארגוניים עמידה ביעדי ביצוע כמותיים ואיכותיים מה אנחנו מחפשים? תואר ראשון – יתרון ניסיון קודם כחתם/ת משכנתאות / בנקאי/ת אשראי (לפחות שלוש שנים) – חובה ניסיון והכרות טובה עם תחום המשכנתאות כולל רגולציה ותקנות בתחום זה הכרות עם מערכות לניהול הלוואות , מערכות CRM ושליטה ביישומי מחשב כישורי שירות , יחסי אנוש ועבודה מול ממשקים אחראיות אישית, יוזמה ופרואקטיביות ,מעורבות ומחויבות היקף משרה: משרה מלאה, ימים א'-ד' 8 וחצי שעות עבודה, יום ה' 6 שעות עבודה ( חמישי קצר) אנחנו על המפה: מתחם הבורסה ברמת גן, בסמוך לרכבת סבידור מרכז ולרכבת הקלה",
אנליסט/ת השקעות אשראי עיסקי,הראל,בית מ.א.ה,2026-07-01,https://career.adamtotal.co.il/Jobs/JobDetails?token=NWk1WHJWZkVhOEFXdFROZnNleGR5a21kZllIaGd2WU5MUVJoaDROTFdOTjlJbUFHTW95SC9qTkh5bHRsUFB3d09WOHk3ek9YaER2UWJYYXp1emdNVnc9PQ==&shr=&eid=,מחלקת אנליזה90001303,onsite,harel,"איך ייראה היומיום שלך ? ביצוע אנליזה לאשראי לא סחיר ניתוח דוחות כספיים והכנת בקשות אשראי לועדות הכנת סקירות ענפיות ומחקר ענפי מעקב ובקרה אחר עסקאות אשראי שבוצעו וניהול וטיפול שוטף בהלוואות הצגת בקשות אשראי לועדות אשראי והשקעות מה אנחנו מחפשים? תואר ראשון בכלכלה/ מנהל עסקים/ חשבונאות- חובה היכרות עם מודלים של דירוג אשראי - חובה מינימום 3 שנות ניסיון באנליזה וניתוח חברות ניסיון בהכנת סקירות ענפיות ומחקר ענפי- יתרון משמעותי רקע וניסיון באנליזת חוב ממחלקת אשראי עסקי בבנק / חברת ביטוח –יתרון משמעותי שליטה בכל תוכנות Office - חובה אנגלית ברמה גבוהה היקף משרה: משרה מלאה, ימים א'-ד - 8.5 שעות ביום, יום ה' – 6 שעות אנחנו על המפה: רמת גן, מתחם הבורסה, צמוד לרכבת סבידור מרכז ולרכבת הקלה",
