title,company,location,date,url,department,workplace_type,position_type
AI Secops Tech-lead,Fireblocks,Tel Aviv-Yafo,2026-05-04,https://www.fireblocks.com/careers/position/4655907006?gh_jid=4655907006,,,
Data Analytics AI Engineer,Fireblocks,Tel Aviv-Yafo,2026-06-03,https://www.fireblocks.com/careers/position/4684983006?gh_jid=4684983006,,,
"Full Stack Engineer, Blockchain",Fireblocks,Belgrade,2026-04-27,https://www.fireblocks.com/careers/position/4674611006?gh_jid=4674611006,,,
Incident Response Manager,Fireblocks,Tel Aviv-Yafo,2026-05-14,https://www.fireblocks.com/careers/position/4664488006?gh_jid=4664488006,,,
"Product Manager, Mobile",Fireblocks,Tel Aviv-Yafo,2026-05-25,https://www.fireblocks.com/careers/position/4683003006?gh_jid=4683003006,,,
Security Assurance Engineer,Fireblocks,Tel Aviv-Yafo,2026-05-05,https://www.fireblocks.com/careers/position/4678544006?gh_jid=4678544006,,,
Senior Backend Engineer,Fireblocks,Tel Aviv-Yafo,2026-05-17,https://www.fireblocks.com/careers/position/4674505006?gh_jid=4674505006,,,
"Senior Backend Engineer, Blockchain",Fireblocks,Tel Aviv-Yafo,2026-05-14,https://www.fireblocks.com/careers/position/4672394006?gh_jid=4672394006,,,
"Senior Backend Engineer, Trusted Platform",Fireblocks,Tel Aviv-Yafo,2026-05-28,https://www.fireblocks.com/careers/position/4682123006?gh_jid=4682123006,,,
"Senior Backend Engineer, Yield",Fireblocks,Tel Aviv-Yafo,2026-05-20,https://www.fireblocks.com/careers/position/4681572006?gh_jid=4681572006,,,
Senior Information Security Engineer,Fireblocks,Tel Aviv-Yafo,2026-04-19,https://www.fireblocks.com/careers/position/4616044006?gh_jid=4616044006,,,
"Senior Software Engineer, Transaction Security",Fireblocks,Tel Aviv-Yafo,2026-04-19,https://www.fireblocks.com/careers/position/4674476006?gh_jid=4674476006,,,
"Senior Software Engineer, Transaction Security",Fireblocks,Tel Aviv-Yafo,2026-04-14,https://www.fireblocks.com/careers/position/4653827006?gh_jid=4653827006,,,
Technical Integration Engineer,Fireblocks,Tel Aviv-Yafo,2026-04-14,https://www.fireblocks.com/careers/position/4656817006?gh_jid=4656817006,,,
Executive Assistant - Maternity Cover,Forter,Israel - Tel Aviv,2026-06-02,https://job-boards.greenhouse.io/forter/jobs/8568270002,,,maternity_cover
Fraud Analyst,Forter,Israel - Tel Aviv,2026-05-07,https://job-boards.greenhouse.io/forter/jobs/8440396002,,,
General Application (Israel) ,Forter,Israel - Tel Aviv,2026-03-12,https://job-boards.greenhouse.io/forter/jobs/6349983002,,,
Senior Applied AI Engineer,Forter,Israel - Tel Aviv,2026-05-21,https://job-boards.greenhouse.io/forter/jobs/8486825002,,,
Senior Full Stack Engineer,Forter,Israel - Tel Aviv,2026-05-17,https://job-boards.greenhouse.io/forter/jobs/8534195002,,,
"Senior Software Engineer , AI",Forter,Israel - Tel Aviv,2026-05-21,https://job-boards.greenhouse.io/forter/jobs/8299310002,,,
"Senior Software Engineer, Billing",Forter,Israel - Tel Aviv,2026-05-17,https://job-boards.greenhouse.io/forter/jobs/8547143002,,,
Senior Software Engineer – CX Platform Team,Forter,Israel - Tel Aviv,2026-05-17,https://job-boards.greenhouse.io/forter/jobs/8553634002,,,
Senior Software Engineer II – Engine Dynamics,Forter,Israel - Tel Aviv,2026-05-31,https://job-boards.greenhouse.io/forter/jobs/8568220002,,,
"Senior Software Engineer ll – Platform & AI, Customer Experience",Forter,Israel - Tel Aviv,2026-05-12,https://job-boards.greenhouse.io/forter/jobs/8289641002,,,
"Senior Software Engineer, Payments ",Forter,Israel - Tel Aviv,2026-05-30,https://job-boards.greenhouse.io/forter/jobs/8314818002,,,
"Senior Software Engineer, Product Offering",Forter,Israel - Tel Aviv,2026-06-03,https://job-boards.greenhouse.io/forter/jobs/8400151002,,,
"Staff Engineer, Payments ",Forter,Israel - Tel Aviv,2026-04-09,https://job-boards.greenhouse.io/forter/jobs/8457044002,,,
DevOps Architect ,Gong,Tel Aviv,2026-05-13,https://job-boards.greenhouse.io/gongio/jobs/4668071006,,,
"Director, Product/R&D Strategic Finance (FP&A)",Gong,Tel Aviv,2026-03-26,https://job-boards.greenhouse.io/gongio/jobs/4643667006,,,
Engineering Team Lead - Application Infrastructure,Gong,Tel Aviv,2026-03-26,https://job-boards.greenhouse.io/gongio/jobs/4628626006,,,
Head of AI Security,Gong,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/gongio/jobs/4672107006,,,
Product Analytics Team Lead,Gong,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/gongio/jobs/4627770006,,,
"R&D, Manager - AI Python Frameworks",Gong,Tel Aviv,2026-03-31,https://job-boards.greenhouse.io/gongio/jobs/4666594006,,,
Senior Backend Engineer,Gong,Tel Aviv,2026-04-16,https://job-boards.greenhouse.io/gongio/jobs/4616697006,,,
Senior Backend Engineer (Python),Gong,Tel Aviv,2026-05-31,https://job-boards.greenhouse.io/gongio/jobs/4676482006,,,
Senior DevOps,Gong,Tel Aviv,2026-05-25,https://job-boards.greenhouse.io/gongio/jobs/4668079006,,,
Senior Director of Platform Security,Gong,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/gongio/jobs/4672099006,,,
Senior MLOps Engineer,Gong,Tel Aviv,2026-06-03,https://job-boards.greenhouse.io/gongio/jobs/4684943006,,,
Senior Product Analyst,Gong,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/gongio/jobs/4629228006,,,
Senior Product Content Writer,Gong,Tel Aviv,2026-03-31,https://job-boards.greenhouse.io/gongio/jobs/4635841006,,,
Senior Product Designer,Gong,Tel Aviv,2026-05-25,https://job-boards.greenhouse.io/gongio/jobs/4680480006,,,
Senior Product Manager - Enterprise & User Management,Gong,Tel Aviv,2026-04-14,https://job-boards.greenhouse.io/gongio/jobs/4668011006,,,
Senior Product Security Architect,Gong,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/gongio/jobs/4670235006,,,
Senior Technical Sourcer,Gong,Tel Aviv,2026-03-31,https://job-boards.greenhouse.io/gongio/jobs/4665782006,,,
Staff Backend Engineer,Gong,Tel Aviv,2026-03-26,https://job-boards.greenhouse.io/gongio/jobs/4580054006,,,
AI Cloud Architect,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7818160&gh_jid=7818160,,,
Application Security Team Lead,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=6954305&gh_jid=6954305,,,
Business Development Representative - German Speaker,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7694707&gh_jid=7694707,,,
Business Development Representative - Italian Speaker,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7810126&gh_jid=7810126,,,
CTO AI Lab Architect,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7935939&gh_jid=7935939,,,
Developer Advocate,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7434101&gh_jid=7434101,,,
Developer Support Engineer,JFrog,Tel Aviv/ Netanya,2026-05-28,https://join.jfrog.com/job/?job=7563041&gh_jid=7563041,,,
Director of AI Engineering,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7625966&gh_jid=7625966,,,
" Director of Product, AI",JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7547485&gh_jid=7547485,,,
Director of Product Management,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7001974&gh_jid=7001974,,,
GenAI & Competitive Intelligence Engineer   ,JFrog,Tel Aviv/ Netanya,2026-05-26,https://join.jfrog.com/job/?job=7939091&gh_jid=7939091,,,
Offensive Security Team Lead,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7541161&gh_jid=7541161,,,
Operation Coordinator - Netanya Site,JFrog,Tel Aviv/ Netanya,2026-05-28,https://join.jfrog.com/job/?job=7645941&gh_jid=7645941,,,
Pricing Manager ,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7857988&gh_jid=7857988,,,
Principal Product Manager,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7461910&gh_jid=7461910,,,
Professional Services DevOps Architect,JFrog,Tel Aviv/ Netanya,2026-06-02,https://join.jfrog.com/job/?job=7959680&gh_jid=7959680,,,
Professional Services DevOps Engineer,JFrog,Tel Aviv,2026-05-26,https://join.jfrog.com/job/?job=7597649&gh_jid=7597649,,,
Program Manager - NPI,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7418297&gh_jid=7418297,,,
 R&D Team Lead ,JFrog,Tel Aviv/ Netanya,2026-06-02,https://join.jfrog.com/job/?job=7419121&gh_jid=7419121,,,
"R&D Team Leader, AI-Native - JFrog Fly",JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7388234&gh_jid=7388234,,,
R&D Team Lead -JFrog Security,JFrog,Tel Aviv/ Netanya,2026-06-02,https://join.jfrog.com/job/?job=7920898&gh_jid=7920898,,,
SecOps Team Lead,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7541181&gh_jid=7541181,,,
Security Solution Architect,JFrog,Netanya/Tel Aviv,2026-05-20,https://join.jfrog.com/job/?job=7809710&gh_jid=7809710,,,
Senior AI Engineer ,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7635836&gh_jid=7635836,,,
Senior DevOps Engineer,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7598823&gh_jid=7598823,,,
Senior Director of Engineering - Developer Experience,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7451337&gh_jid=7451337,,,
Senior Product Designer ,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7869812&gh_jid=7869812,,,
Senior Product Manager,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7050083&gh_jid=7050083,,,
"Senior Product Manager, AI-Native Security",JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7827996&gh_jid=7827996,,,
Senior Product Manager – Growth,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7821360&gh_jid=7821360,,,
Senior Product Manager - JFrog Security ,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7657193&gh_jid=7657193,,,
Senior Software Engineer,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7510102&gh_jid=7510102,,,
Software Engineer,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7275887&gh_jid=7275887,,,
Solutions Engineer,JFrog,Tel Aviv/ Netanya,2026-05-27,https://join.jfrog.com/job/?job=7920636&gh_jid=7920636,,,
Technical Success Manager,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7483387&gh_jid=7483387,,,
Total Rewards Partner,JFrog,Tel Aviv/ Netanya,2026-05-20,https://join.jfrog.com/job/?job=7831517&gh_jid=7831517,,,
Creative Marketing & Motion Designer,Lightricks,Jerusalem,2026-05-07,https://careers.lightricks.com/position?gh_jid=8540048002&gh_jid=8540048002,,,
Large Scale Training Engineer - LTX Model,Lightricks,Jerusalem,2026-05-18,https://careers.lightricks.com/position?gh_jid=8363009002&gh_jid=8363009002,,,
"Product Designer, Facetune",Lightricks,Jerusalem,2026-05-14,https://careers.lightricks.com/position?gh_jid=8542509002&gh_jid=8542509002,,,
"Research Scientist - Audiovisual Generation, Model Foundations",Lightricks,Jerusalem,2026-04-19,https://careers.lightricks.com/position?gh_jid=7654864002&gh_jid=7654864002,,,
"Research Scientist - Audiovisual Understanding, Model Foundations",Lightricks,Jerusalem,2026-03-10,https://careers.lightricks.com/position?gh_jid=8399749002&gh_jid=8399749002,,,
Research Scientist - LTX Model Applications,Lightricks,Jerusalem,2026-03-10,https://careers.lightricks.com/position?gh_jid=8439227002&gh_jid=8439227002,,,
Research Scientist – LTX Model Evaluation,Lightricks,Jerusalem,2026-04-19,https://careers.lightricks.com/position?gh_jid=8392230002&gh_jid=8392230002,,,
Security Guard ,Lightricks,Jerusalem,2026-03-24,https://careers.lightricks.com/position?gh_jid=7069923002&gh_jid=7069923002,,,
Senior Software Engineer - Research,Lightricks,Haifa,2026-03-10,https://careers.lightricks.com/position?gh_jid=7800851002&gh_jid=7800851002,,,
Senior Software Engineer - Research,Lightricks,Jerusalem,2026-03-10,https://careers.lightricks.com/position?gh_jid=7743106002&gh_jid=7743106002,,,
Senior Talent Acquisition Partner - R&D,Lightricks,Jerusalem,2026-06-03,https://careers.lightricks.com/position?gh_jid=8576517002&gh_jid=8576517002,,,
Software Engineer (Large Scale Training),Lightricks,Jerusalem,2026-05-26,https://careers.lightricks.com/position?gh_jid=8554744002&gh_jid=8554744002,,,
AI Engineer ,Mixtiles,Tel-Aviv,2026-05-25,https://www.mixtiles.com/positions/8012184002?gh_jid=8012184002,,,
Algorithms Engineer – Computer Vision & AI (Applied Research),Mixtiles,Tel-Aviv,2026-02-16,https://www.mixtiles.com/positions/8413022002?gh_jid=8413022002,,,
"Engineering Lead, easyplant",Mixtiles,Tel-Aviv,2026-02-04,https://www.mixtiles.com/positions/8403536002?gh_jid=8403536002,,,
"Engineering Manager, Oasis",Mixtiles,Tel-Aviv,2026-05-27,https://www.mixtiles.com/positions/8542310002?gh_jid=8542310002,,,
"Inbound Sales Rep & SDR, easyplant",Mixtiles,Tel-Aviv,2026-05-24,https://www.mixtiles.com/positions/8465510002?gh_jid=8465510002,,,
Legal Partner,Mixtiles,Tel-Aviv,2026-05-12,https://www.mixtiles.com/positions/8327060002?gh_jid=8327060002,,,
Operations Intern [Student Position] – Oasis,Mixtiles,Tel-Aviv,2026-05-27,https://www.mixtiles.com/positions/8565941002?gh_jid=8565941002,,,internship
Program Manager - Operations,Mixtiles,Tel-Aviv; Tel-Aviv On-Site,2026-05-31,https://www.mixtiles.com/positions/8568299002?gh_jid=8568299002,,,
Senior Full Stack Engineer,Mixtiles,Tel-Aviv,2025-08-07,https://www.mixtiles.com/positions/5315164002?gh_jid=5315164002,,,
Senior Growth Manager - Apps,Mixtiles,Tel-Aviv,2026-02-15,https://www.mixtiles.com/positions/8204477002?gh_jid=8204477002,,,
Senior iOS Software Engineer,Mixtiles,Tel-Aviv,2026-02-11,https://www.mixtiles.com/positions/6918572002?gh_jid=6918572002,,,
Senior QA Engineer,Mixtiles,Tel-Aviv,2026-02-15,https://www.mixtiles.com/positions/8380113002?gh_jid=8380113002,,,
"Manager, Site Reliability Engineering   ",Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7894504,,,
 Senior Backend Engineer ,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7896398,,,
Senior Creative Copywriter,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7775418,,,
Senior Enterprise Security Engineer,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7915157,,,
Senior FullStack Android Engineer,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7603880,,,
Senior Full Stack Engineer,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7874429,,,
Senior Fullstack Engineer - AVA,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7724852,,,
 Senior FullStack IOS Engineer ,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7603881,,,
Senior iOS Developer,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7858024,,,
Senior Machine Learning Engineer- LLMs & Self-Hosted AI,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7783027,,,
Senior Product Analyst,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7894508,,,
 Senior Product Growth ,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7610452,,,
 Senior Product Manager,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7522825,,,
Senior Product Marketing Manager,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7775417,,,
Senior Software Engineer,Navan,Tel-Aviv,2026-05-24,https://navan.com/careers/openings?gh_jid=7896395,,,
 Sr. Talent Acquisition Partner ,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7884169,,,
Staff Product Manager - AVA AI,Navan,Tel-Aviv,2026-05-25,https://navan.com/careers/openings?gh_jid=7724851,,,
Travel Experience Agent,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7496460,,,
User Acquisition Manager ,Navan,Tel-Aviv,2026-05-21,https://navan.com/careers/openings?gh_jid=7549298,,,
Head of Research,Orca Security,Tel Aviv-Yafo,2026-04-16,https://orca.security/about/careers/5780979004?gh_jid=5780979004,,,
Senior Product Manager - Scan Infrastructure & Orchestration,Orca Security,Tel Aviv-Yafo,2026-04-16,https://orca.security/about/careers/5834193004?gh_jid=5834193004,,,
Senior Software Engineer ,Orca Security,Tel Aviv-Yafo,2026-04-19,https://orca.security/about/careers/5263129004?gh_jid=5263129004,,,
"Senior Software Engineer, AI Platform",Orca Security,Tel Aviv-Yafo,2026-04-16,https://orca.security/about/careers/5804826004?gh_jid=5804826004,,,
Software Engineering Team Lead,Orca Security,Tel Aviv-Yafo,2026-04-16,https://orca.security/about/careers/5685377004?gh_jid=5685377004,,,
Software Engineer - Security Intelligence & Engagement,Orca Security,Tel Aviv-Yafo,2026-04-16,https://orca.security/about/careers/5832112004?gh_jid=5832112004,,,
AI Implementation Specialist,Pagaya,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/pagayais/jobs/7736824003,,,
AI Lead,Pagaya,Tel Aviv,2026-05-14,https://job-boards.greenhouse.io/pagayais/jobs/7734302003,,,
Assistant Controller,Pagaya,Tel Aviv,2026-05-18,https://job-boards.greenhouse.io/pagayais/jobs/7737508003,,,
Data Science Group Lead,Pagaya,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/pagayais/jobs/7667230003,,,
Help Desk- Parental Leave Replacement,Pagaya,Tel Aviv,2026-05-24,https://job-boards.greenhouse.io/pagayais/jobs/7747498003,,,
IT Director,Pagaya,Tel Aviv,2026-04-30,https://job-boards.greenhouse.io/pagayais/jobs/7675144003,,,
IT Group Manager ,Pagaya,Tel Aviv,2026-05-05,https://job-boards.greenhouse.io/pagayais/jobs/7724319003,,,
Junior SOX Compliance Specialist,Pagaya,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/pagayais/jobs/7683559003,,,
Lead Data Scientist,Pagaya,Tel Aviv,2026-05-13,https://job-boards.greenhouse.io/pagayais/jobs/7720946003,,,
Legal Counsel,Pagaya,Tel Aviv,2026-05-05,https://job-boards.greenhouse.io/pagayais/jobs/7724324003,,,
Partnerships Success Manager ,Pagaya,Tel Aviv,2026-05-25,https://job-boards.greenhouse.io/pagayais/jobs/7694744003,,,
Principal Data Scientist,Pagaya,Tel Aviv,2026-05-13,https://job-boards.greenhouse.io/pagayais/jobs/7733045003,,,
Research Director,Pagaya,Tel Aviv,2026-04-27,https://job-boards.greenhouse.io/pagayais/jobs/7714776003,,,
Senior DevOps Engineer,Pagaya,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/pagayais/jobs/7501813003,,,
Senior Executive Assistant ,Pagaya,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/pagayais/jobs/7751116003,,,
Senior Product Manager,Pagaya,Tel Aviv,2026-05-12,https://job-boards.greenhouse.io/pagayais/jobs/7731816003,,,
Senior Software Engineer,Pagaya,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/pagayais/jobs/6087076003,,,
Software Engineer- Data Platform ,Pagaya,Tel Aviv,2026-04-24,https://job-boards.greenhouse.io/pagayais/jobs/7712850003,,,
Software Tech Lead,Pagaya,Tel Aviv,2026-04-13,https://job-boards.greenhouse.io/pagayais/jobs/6647520003,,,
Team Lead Data Scientist,Pagaya,Tel Aviv,2026-05-13,https://job-boards.greenhouse.io/pagayais/jobs/7589574003,,,
Validation Data Scientist,Pagaya,Tel Aviv,2026-04-15,https://job-boards.greenhouse.io/pagayais/jobs/7533527003,,,
Big Data Engineer,Placer.ai,Ramat Gan,2026-05-09,https://placer.ai/company/we-are-hiring/?gh_jid=7720617003,,,
Insights Content Writer ,Placer.ai,Ramat Gan,2026-05-27,https://placer.ai/company/we-are-hiring/?gh_jid=7749346003,,,
Marketing Associate,Placer.ai,Ramat Gan,2026-04-15,https://placer.ai/company/we-are-hiring/?gh_jid=7701842003,,,
Senior Backend Engineer ,Placer.ai,Ramat Gan,2026-05-09,https://placer.ai/company/we-are-hiring/?gh_jid=7728251003,,,
Applied AI Engineer ,Riskified,Tel Aviv,2026-05-20,https://www.riskified.com/careers/job-description/?gh_jid=8539588002,,,
Data Science Team Lead ,Riskified,Tel Aviv,2026-05-06,https://www.riskified.com/careers/job-description/?gh_jid=8487227002,,,
FP&A Analyst ,Riskified,Tel Aviv,2026-05-28,https://www.riskified.com/careers/job-description/?gh_jid=8549746002,,,
General Manager Product Management,Riskified,Tel Aviv,2026-05-10,https://www.riskified.com/careers/job-description/?gh_jid=8415347002,,,
Payroll Accountant,Riskified,Tel Aviv,2026-05-18,https://www.riskified.com/careers/job-description/?gh_jid=8554441002,,,
Payroll Assistant,Riskified,Tel Aviv,2026-05-14,https://www.riskified.com/careers/job-description/?gh_jid=8524466002,,,
Senior AI Engineer,Riskified,Tel Aviv,2026-06-01,https://www.riskified.com/careers/job-description/?gh_jid=8557693002,,,
Senior DevOps Engineer ,Riskified,Tel Aviv,2026-05-14,https://www.riskified.com/careers/job-description/?gh_jid=8323401002,,,
Site Reliability Engineering (SRE),Riskified,Tel Aviv,2026-05-14,https://www.riskified.com/careers/job-description/?gh_jid=8432893002,,,
"Account Executive, Enterprise (French Speaking)",SimilarWeb,Tel Aviv,2026-03-05,https://job-boards.greenhouse.io/similarweb/jobs/7682363,,,
AI Engineer,SimilarWeb,Tel Aviv-Yafo,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7556263,,,
AI & LLM Data Analyst  (Customer-Facing),SimilarWeb,Tel Aviv-Yafo,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7597693,,,
Analytics Engineer,SimilarWeb,Tel Aviv,2026-05-17,https://job-boards.greenhouse.io/similarweb/jobs/7457556,,,
Android Developer,SimilarWeb,Tel Aviv,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/6962967,,,
Assistant Controller,SimilarWeb,Tel Aviv,2026-05-19,https://job-boards.greenhouse.io/similarweb/jobs/7591252,,,
Big Data Analyst,SimilarWeb,Tel Aviv-Yafo,2026-05-03,https://job-boards.greenhouse.io/similarweb/jobs/6897277,,,
Core Data - Big Data Engineer,SimilarWeb,Tel Aviv,2026-06-01,https://job-boards.greenhouse.io/similarweb/jobs/7972320,,,
 Data Engineer,SimilarWeb,Tel Aviv-Yafo,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7556162,,,
Data Scientist ,SimilarWeb,Tel Aviv-Yafo,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/6829705,,,
"Director, Revenue Operations",SimilarWeb,Tel Aviv,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7603836,,,
Global Talent Acquisition Specialist,SimilarWeb,Tel Aviv,2026-06-02,https://job-boards.greenhouse.io/similarweb/jobs/7899131,,,
HR Generalist,SimilarWeb,Tel Aviv,2026-05-24,https://job-boards.greenhouse.io/similarweb/jobs/7924821,,,
Integration Engineer,SimilarWeb,Tel Aviv-Yafo,2026-06-01,https://job-boards.greenhouse.io/similarweb/jobs/7621676,,,
NetSuite & Financial Applications Specialist,SimilarWeb,Tel Aviv-Yafo,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7764782,,,
Product Analyst,SimilarWeb,Tel Aviv,2026-04-29,https://job-boards.greenhouse.io/similarweb/jobs/7548388,,,
Product Data Scientist (Customer-facing),SimilarWeb,Tel Aviv-Yafo,2026-06-02,https://job-boards.greenhouse.io/similarweb/jobs/7971236,,,
Production Engineer,SimilarWeb,Tel Aviv,2026-05-18,https://job-boards.greenhouse.io/similarweb/jobs/7938197,,,
Product Marketing Manager,SimilarWeb,tel aviv,2026-05-18,https://job-boards.greenhouse.io/similarweb/jobs/7938128,,,
Sales Manager,SimilarWeb,Tel Aviv-Yafo,2026-05-05,https://job-boards.greenhouse.io/similarweb/jobs/7894254,,,
Senior AI Product Manager - Sales Intelligence ,SimilarWeb,Tel Aviv,2026-05-12,https://job-boards.greenhouse.io/similarweb/jobs/7571788,,,
"Senior Backend Engineer, Platform Foundations",SimilarWeb,Tel Aviv,2026-05-28,https://job-boards.greenhouse.io/similarweb/jobs/7962665,,,
 Senior Data Engineer ( Data Collection),SimilarWeb,Tel Aviv-Yafo,2026-05-10,https://job-boards.greenhouse.io/similarweb/jobs/7911963,,,
